id,date,title,clean_text,corpus_source,sentiment_score,readability_index
4124,2026-07-19T23:00:00Z,Health Bill,Title: Health Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,14.9
1027,2013-03-01T00:00:00Z,Mental Health (Discrimination) Act 2013,Title: Mental Health (Discrimination) Act 2013 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.3,17.2
1095,2012-11-01T00:00:00Z,Mental Health (Approval Functions) Act 2012,Title: Mental Health (Approval Functions) Act 2012 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.8,16.03
795,2012-05-02T23:00:00Z,Epilepsy and Related Conditions (Education and Health Services) Bill,Title: Epilepsy and Related Conditions (Education and Health Services) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0,19.94
782,2012-05-01T23:00:00Z,National Health Service Redress (Amendment) Bill,Title: National Health Service Redress (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,17.42
838,2012-04-30T23:00:00Z,Charitable Healthcare Providers (Value Added Tax Relief) Bill,Title: Charitable Healthcare Providers (Value Added Tax Relief) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.55,18.53
957,2012-04-30T23:00:00Z,Health and Safety (Amendment) Bill,Title: Health and Safety (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,15.73
778,2012-04-30T23:00:00Z,Health and Safety at Work (Amendment) Bill,Title: Health and Safety at Work (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.85,15.03
775,2012-04-30T23:00:00Z,Health and Safety Consultants (Qualifications) Bill,Title: Health and Safety Consultants (Qualifications) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,18.11
835,2012-04-30T23:00:00Z,Medical Insurance (Pensioner Tax Relief) Bill,Title: Medical Insurance (Pensioner Tax Relief) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.05,18.11
732,2012-04-30T23:00:00Z,Medical Insurance (Tax Relief) Bill,Title: Medical Insurance (Tax Relief) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.05,17.2
824,2012-04-30T23:00:00Z,NHS Acute Medical and Surgical Services (Working Time Directive) Bill,Title: NHS Acute Medical and Surgical Services (Working Time Directive) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.45
817,2012-03-29T23:00:00Z,Health and Social Care Act 2012,Title: Health and Social Care Act 2012 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.8,13.95
758,2012-01-13T00:00:00Z,Savings Accounts and Health in Pregnancy Grant Act 2010,Title: Savings Accounts and Health in Pregnancy Grant Act 2010 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.8,15.22
578,2010-04-12T23:00:00Z,National Health Service Public Interest Disclosure Support Bill,Title: National Health Service Public Interest Disclosure Support Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.8,18.53
602,2010-04-07T23:00:00Z,Health and Safety (Company Director Liability) Bill,Title: Health and Safety (Company Director Liability) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.35,18.96
562,2010-04-07T23:00:00Z,Health and Social Care (Independent Living) Bill [HL],Title: Health and Social Care (Independent Living) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.8,16.04
398,2009-11-20T00:00:00Z,Health,Title: Health | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,15.64
525,2009-11-18T00:00:00Z,Food Labelling (Nutrition and Health) Bill,Title: Food Labelling (Nutrition and Health) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.2,16.03
421,2009-11-09T00:00:00Z,Pharmaceutical Labelling (Warning Of Cognitive Function Impairment) Bill,Title: Pharmaceutical Labelling (Warning Of Cognitive Function Impairment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.5,20.39
412,2009-10-29T00:00:00Z,Schools (Health Support) Bill,Title: Schools (Health Support) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.3,14.65
521,2009-10-27T00:00:00Z,Local Health Services and Democratic Involvement Bill,Title: Local Health Services and Democratic Involvement Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.31
230,2009-02-25T00:00:00Z,Health and Safety (Offences) Act 2008,Title: Health and Safety (Offences) Act 2008 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,15.33
197,2009-02-25T00:00:00Z,Health and Social Care Act 2008,Title: Health and Social Care Act 2008 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.8,13.95
344,2008-11-03T00:00:00Z,Health and Safety (Education and Training) Bill,Title: Health and Safety (Education and Training) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,16.34
304,2008-07-17T23:00:00Z,Offshore Oil and Gas Industries (Health and Safety) Bill,Title: Offshore Oil and Gas Industries (Health and Safety) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,15.22
55,2007-11-02T00:00:00Z,Local Government and Public Involvement in Health Act,Title: Local Government and Public Involvement in Health Act | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.3,16.66
148,2007-11-02T00:00:00Z,Piped Music etc (Hospitals) Bill [HL],Title: Piped Music etc (Hospitals) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.15,17.42
66,2007-11-01T00:00:00Z,National Institute for Health and Clinical Excellence (Impact on Carers) Bill,Title: National Institute for Health and Clinical Excellence (Impact on Carers) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.55,18.2
49,2007-10-26T23:00:00Z,Mental Health Act 2007,Title: Mental Health Act 2007 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,14.65
108,2007-10-25T23:00:00Z,Health and Safety (Offences) Bill,Title: Health and Safety (Offences) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,15.73
