id,date,title,clean_text,corpus_source,sentiment_score,readability_index
3449,2023-09-05T00:00:00Z,Commonwealth Parliamentary Association (Status) (No. 2) Bill,Title: Commonwealth Parliamentary Association (Status) (No. 2) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.76
3350,2023-09-05T00:00:00Z,Transport Strikes (Minimum Service Levels) Bill,Title: Transport Strikes (Minimum Service Levels) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.72
3209,2023-08-10T00:00:00Z,Child Support Collection (Domestic Abuse) Act 2023,Title: Child Support Collection (Domestic Abuse) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.65,17
3340,2023-08-02T00:00:00Z,Retained EU Law (Revocation and Reform) Act 2023,Title: Retained EU Law (Revocation and Reform) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.4,16.04
3416,2023-07-27T00:00:00Z,Northern Ireland (Executive Formation and Organ and Tissue Donation) Act 2023,Title: Northern Ireland (Executive Formation and Organ and Tissue Donation) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,19.27
3203,2023-07-26T00:00:00Z,Child Support (Enforcement) Act 2023,Title: Child Support (Enforcement) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.4,15.73
3198,2023-07-26T00:00:00Z,Employment Relations (Flexible Working) Act 2023,Title: Employment Relations (Flexible Working) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.65,18.11
3192,2023-07-26T00:00:00Z,Equipment Theft (Prevention) Act 2023,Title: Equipment Theft (Prevention) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.55,16.46
3396,2023-07-26T00:00:00Z,Strikes (Minimum Service Levels) Act 2023,Title: Strikes (Minimum Service Levels) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.03
3484,2023-07-20T00:00:00Z,Supply and Appropriation (Main Estimates) Act 2023,Title: Supply and Appropriation (Main Estimates) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.65
3193,2023-07-03T00:00:00Z,"Co-operatives, Mutuals and Friendly Societies Act 2023","Title: Co-operatives, Mutuals and Friendly Societies Act 2023 | Summary: No summary available | Description: No description available",UK_Parliament_Bills_Enriched_Corpus,1.55,17.9
3200,2023-07-03T00:00:00Z,Offenders (Day of Release from Detention) Act 2023,Title: Offenders (Day of Release from Detention) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.3,16.04
3207,2023-07-03T00:00:00Z,Shark Fins Act 2023,Title: Shark Fins Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,13.86
3465,2023-06-30T00:00:00Z,British Nationality (Regularisation of Past Practice) Act 2023,Title: British Nationality (Regularisation of Past Practice) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.2,19.77
3227,2023-06-28T00:00:00Z,Bill of Rights Bill,Title: Bill of Rights Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,13.86
3197,2023-06-23T00:00:00Z,Employment (Allocation of Tips) Act 2023,Title: Employment (Allocation of Tips) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.72
3455,2023-06-23T00:00:00Z,Northern Ireland (Interim Arrangements) Act 2023,Title: Northern Ireland (Interim Arrangements) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.11
3191,2023-06-23T00:00:00Z,Protection from Redundancy (Pregnancy and Family Leave) Act 2023,Title: Protection from Redundancy (Pregnancy and Family Leave) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.35,18.17
3310,2023-06-23T00:00:00Z,Seafarers’ Wages Act 2023,Title: Seafarers’ Wages Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.2,16.22
3152,2023-06-21T00:00:00Z,Trade (Australia and New Zealand) Act 2023,Title: Trade (Australia and New Zealand) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,15.03
2880,2023-06-14T00:00:00Z,Animal Welfare (Kept Animals) Bill,Title: Animal Welfare (Kept Animals) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.2
3199,2023-06-01T00:00:00Z,Carer's Leave Act 2023,Title: Carer's Leave Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.55,14.65
3376,2023-06-01T00:00:00Z,Finance Act 2023,Title: Finance Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,15.16
3190,2023-05-25T00:00:00Z,Neonatal Care (Leave and Pay) Act 2023,Title: Neonatal Care (Leave and Pay) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.45,15.03
3025,2023-05-16T00:00:00Z,Israel Arms Trade (Prohibition) Bill,Title: Israel Arms Trade (Prohibition) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.2,17.2
1919,2023-05-16T00:00:00Z,School Admissions (Special Educational Needs) Bill,Title: School Admissions (Special Educational Needs) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,2.4,18.11
3215,2023-05-11T00:00:00Z,Pensions Dashboards (Prohibition of Indemnification) Act 2023,Title: Pensions Dashboards (Prohibition of Indemnification) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.2,19.62
3172,2023-05-03T00:00:00Z,Ballot Secrecy Act 2023,Title: Ballot Secrecy Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.05,16.22
3268,2023-05-03T00:00:00Z,Mobile Homes (Pitch Fees) Act 2023,Title: Mobile Homes (Pitch Fees) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,13.95
3153,2023-05-03T00:00:00Z,Public Order Act 2023,Title: Public Order Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,15.43
3158,2023-03-28T00:00:00Z,UK Infrastructure Bank Act 2023,Title: UK Infrastructure Bank Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.46
3167,2023-03-27T00:00:00Z,Genetic Technology (Precision Breeding) Act 2023,Title: Genetic Technology (Precision Breeding) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.7,18.8
3431,2023-03-27T00:00:00Z,Supply and Appropriation (Anticipation and Adjustments) Act 2023,Title: Supply and Appropriation (Anticipation and Adjustments) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.05,19.77
3241,2023-03-22T00:00:00Z,Automated External Defibrillators (Public Access) Bill,Title: Automated External Defibrillators (Public Access) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,20.89
3426,2023-03-22T00:00:00Z,Commonwealth Parliamentary Association (Status) Bill,Title: Commonwealth Parliamentary Association (Status) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,21.63
3300,2023-03-20T00:00:00Z,Hunting Trophies (Import Prohibition) (No. 2) Bill,Title: Hunting Trophies (Import Prohibition) (No. 2) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.45,13.49
3238,2023-03-10T00:00:00Z,Sexually-motivated Manslaughter (Sentencing) Bill,Title: Sexually-motivated Manslaughter (Sentencing) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.45,20.89
3342,2023-03-07T00:00:00Z,Sale of Property (Sealed Bids) Bill,Title: Sale of Property (Sealed Bids) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,14.64
3331,2023-02-23T00:00:00Z,Pensions (Extension of Automatic Enrolment) Bill,Title: Pensions (Extension of Automatic Enrolment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.8
3377,2023-02-21T00:00:00Z,Northern Ireland (Executive Formation etc) Act 2022,Title: Northern Ireland (Executive Formation etc) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,20.27
3398,2023-02-13T00:00:00Z,Northern Ireland Budget Act 2023,Title: Northern Ireland Budget Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.46
2914,2023-01-12T00:00:00Z,Animals (Penalty Notices) Act 2022,Title: Animals (Penalty Notices) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.05,17.94
3213,2023-01-11T00:00:00Z,Flashing Images Bill,Title: Flashing Images Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.84
3366,2022-12-08T00:00:00Z,Counsellors of State Act 2022,Title: Counsellors of State Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,14.99
3064,2022-11-17T00:00:00Z,Commercial Rent (Coronavirus) Bill,Title: Commercial Rent (Coronavirus) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.58
3236,2022-11-17T00:00:00Z,Hares (Close Season) Bill,Title: Hares (Close Season) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,14.65
2533,2022-11-14T00:00:00Z,Air Traffic Management and Unmanned Aircraft Act 2021,Title: Air Traffic Management and Unmanned Aircraft Act 2021 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.2,16.04
2877,2022-11-14T00:00:00Z,Charities Act 2022,Title: Charities Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16
2860,2022-11-14T00:00:00Z,National Insurance Contributions Act 2022,Title: National Insurance Contributions Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.68
3240,2022-11-03T00:00:00Z,Copyright and Performers' Rights (Extended Collective Licensing) Bill,Title: Copyright and Performers' Rights (Extended Collective Licensing) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.55,19.15
3327,2022-11-02T00:00:00Z,Supply of Drugs to Children Under 16 (Aggravated Offence) Bill,Title: Supply of Drugs to Children Under 16 (Aggravated Offence) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.75,17.32
3157,2022-10-26T00:00:00Z,Social Security (Special Rules for End of Life) Act 2022,Title: Social Security (Special Rules for End of Life) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,15.64
3353,2022-10-26T00:00:00Z,Supply and Appropriation (Adjustments) Act 2022,Title: Supply and Appropriation (Adjustments) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.11
3020,2022-10-12T00:00:00Z,Elections Act 2022,Title: Elections Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16
2873,2022-10-11T00:00:00Z,Organ Tourism and Cadavers on Display Bill [HL],Title: Organ Tourism and Cadavers on Display Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.66
3307,2022-07-15T00:00:00Z,Supply and Appropriation (Main Estimates) Act 2022,Title: Supply and Appropriation (Main Estimates) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.65
2867,2022-05-09T00:00:00Z,Animal Welfare (Sentience) Act 2022,Title: Animal Welfare (Sentience) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.2
2923,2022-05-09T00:00:00Z,Approved Premises (Substance Testing) Act 2022,Title: Approved Premises (Substance Testing) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,2.05,16.72
2909,2022-05-09T00:00:00Z,Glue Traps (Offences) Act 2022,Title: Glue Traps (Offences) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.3,14.99
2911,2022-05-09T00:00:00Z,Local Government (Disqualification) Act 2022,Title: Local Government (Disqualification) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.5,19.41
2900,2022-05-09T00:00:00Z,Marriage and Civil Partnership (Minimum Age) Act 2022,Title: Marriage and Civil Partnership (Minimum Age) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,3,16.66
2865,2022-05-09T00:00:00Z,Professional Qualifications Act 2022,Title: Professional Qualifications Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,19.37
2899,2022-05-05T00:00:00Z,Down Syndrome Act 2022,Title: Down Syndrome Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.3,14.65
3024,2022-05-05T00:00:00Z,Fire and Building Safety (Public Inquiry) Bill,Title: Fire and Building Safety (Public Inquiry) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.45,17
3101,2022-05-05T00:00:00Z,Fire Safety Remediation Charges (Recovery and Enforcement) Bill,Title: Fire Safety Remediation Charges (Recovery and Enforcement) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.1,19.77
2954,2022-05-05T00:00:00Z,General Election (Leaders’ Debates) Bill,Title: General Election (Leaders’ Debates) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.2,17.94
3051,2022-05-05T00:00:00Z,Hen Caging (Prohibition) Bill,Title: Hen Caging (Prohibition) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.2,17.01
2955,2022-05-05T00:00:00Z,Homeless People (Current Accounts) Bill,Title: Homeless People (Current Accounts) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.2,16.46
3006,2022-05-05T00:00:00Z,Intimate Images (Offences) Bill,Title: Intimate Images (Offences) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.3,18.58
2964,2022-05-05T00:00:00Z,Leader of the House of Commons (Election) Bill,Title: Leader of the House of Commons (Election) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.05,15.42
3130,2022-05-05T00:00:00Z,Maternity Services (Rural Areas) Bill,Title: Maternity Services (Rural Areas) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.4,19.41
3099,2022-05-05T00:00:00Z,Ministerial Interests (Emergency Powers) Bill,Title: Ministerial Interests (Emergency Powers) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.55,20.15
2965,2022-05-05T00:00:00Z,Motor Vehicles (Compulsory Insurance) Act 2022,Title: Motor Vehicles (Compulsory Insurance) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.4,18.8
3046,2022-05-05T00:00:00Z,Multi-Academy Trusts (Ofsted Inspection) Bill,Title: Multi-Academy Trusts (Ofsted Inspection) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.11
3048,2022-05-05T00:00:00Z,Non-Disclosure Agreements (No. 2) Bill,Title: Non-Disclosure Agreements (No. 2) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,12.71
2959,2022-05-05T00:00:00Z,North Northamptonshire (Urgent Care Facilities) Bill,Title: North Northamptonshire (Urgent Care Facilities) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.05,18.8
3067,2022-05-05T00:00:00Z,Peerage Nominations (Disqualification of Party Donors) Bill,Title: Peerage Nominations (Disqualification of Party Donors) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0,20.27
3012,2022-05-05T00:00:00Z,Planning (Proper Maintenance of Land) Bill,Title: Planning (Proper Maintenance of Land) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.55,16.03
3007,2022-05-05T00:00:00Z,Pregnancy and Maternity (Redundancy Protection) Bill,Title: Pregnancy and Maternity (Redundancy Protection) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,2.2,20.19
3136,2022-05-05T00:00:00Z,Quad Bikes Bill,Title: Quad Bikes Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,14.31
2868,2022-05-05T00:00:00Z,Skills and Post-16 Education Act 2022,Title: Skills and Post-16 Education Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,15.03
3058,2022-05-05T00:00:00Z,Social Media Bill,Title: Social Media Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.84
3073,2022-05-05T00:00:00Z,Social Media Platforms (Identity Verification) Bill,Title: Social Media Platforms (Identity Verification) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.4,20.89
3015,2022-05-05T00:00:00Z,Subsidy Control Act 2022,Title: Subsidy Control Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.55,16.22
2938,2022-05-05T00:00:00Z,Wellbeing of Future Generations (No. 2) Bill,Title: Wellbeing of Future Generations (No. 2) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,2.2,13.49
3126,2022-05-05T00:00:00Z,Women Leaving Prison (Safe Accommodation) Bill,Title: Women Leaving Prison (Safe Accommodation) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.2,18.11
2941,2022-05-04T00:00:00Z,Employment (Caring Leave) Bill,Title: Employment (Caring Leave) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.55,16.22
2896,2022-05-04T00:00:00Z,Employment and Trade Union Rights (Dismissal and Re-engagement) Bill,Title: Employment and Trade Union Rights (Dismissal and Re-engagement) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.3,16.76
3018,2022-05-04T00:00:00Z,Flexible Working Bill,Title: Flexible Working Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.65,16.84
3128,2022-05-04T00:00:00Z,Gender Pay Gap Bill,Title: Gender Pay Gap Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.7,14.65
2931,2022-05-04T00:00:00Z,Goods Delivery Services Bill,Title: Goods Delivery Services Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,2,17.79
3072,2022-05-04T00:00:00Z,Hate Crime (Misogyny) Bill,Title: Hate Crime (Misogyny) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.7,16.22
3116,2022-05-04T00:00:00Z,House of Lords (Retirement Age) Bill,Title: House of Lords (Retirement Age) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,15.33
2971,2022-05-04T00:00:00Z,Hunting Trophy Import (Prohibition) Bill,Title: Hunting Trophy Import (Prohibition) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.2,17.94
3134,2022-05-04T00:00:00Z,Institutes of Technology (Royal Charter) Bill,Title: Institutes of Technology (Royal Charter) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.9,18.11
2947,2022-05-04T00:00:00Z,Kinship Care (Parental Leave) Bill,Title: Kinship Care (Parental Leave) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.55,15.73
3112,2022-05-04T00:00:00Z,Local Welfare Assistance (Statements) Bill,Title: Local Welfare Assistance (Statements) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,17.2
3121,2022-05-04T00:00:00Z,Marine Protected Areas (Bottom Trawling) Bill,Title: Marine Protected Areas (Bottom Trawling) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,18.11
3106,2022-05-04T00:00:00Z,Ministerial Disclosure (Fixed Penalty Notices) Bill,Title: Ministerial Disclosure (Fixed Penalty Notices) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.05,20.19
3132,2022-05-04T00:00:00Z,Miscarriage and Stillbirth (Black and Asian Women) Bill,Title: Miscarriage and Stillbirth (Black and Asian Women) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.05,16.04
3043,2022-05-04T00:00:00Z,Misuse of Fireworks Bill,Title: Misuse of Fireworks Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.3,15.43
2519,2022-05-04T00:00:00Z,Monken Hadley Common Act,Title: Monken Hadley Common Act | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.22
3125,2022-05-04T00:00:00Z,Official Development Assistance Equalities Impact Assessment (Women and Girls) Bill,Title: Official Development Assistance Equalities Impact Assessment (Women and Girls) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,20.7
3047,2022-05-04T00:00:00Z,Planning (Street Plans) Bill,Title: Planning (Street Plans) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.05,14.65
3131,2022-05-04T00:00:00Z,Planning (Women’s Safety) Bill,Title: Planning (Women’s Safety) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.85,16.22
3013,2022-05-04T00:00:00Z,Plastic Pollution Bill,Title: Plastic Pollution Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.3,16.84
3100,2022-05-04T00:00:00Z,Prisons (Violence) Bill,Title: Prisons (Violence) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.3,16.84
2929,2022-05-04T00:00:00Z,Public Advocate Bill,Title: Public Advocate Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.4,16.84
3061,2022-05-04T00:00:00Z,Public Houses (Electrical Safety) Bill,Title: Public Houses (Electrical Safety) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,17.94
3080,2022-05-04T00:00:00Z,Quarries (Planning) Bill,Title: Quarries (Planning) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.05,16
3133,2022-05-04T00:00:00Z,Rape (Conviction Rates) Bill,Title: Rape (Conviction Rates) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.7,15.43
2916,2022-05-04T00:00:00Z,Registers of Births and Deaths Bill,Title: Registers of Births and Deaths Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,14.64
3063,2022-05-04T00:00:00Z,Schools and Educational Settings (Essential Infrastructure and Opening During Emergencies) Bill,Title: Schools and Educational Settings (Essential Infrastructure and Opening During Emergencies) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,2.2,21.42
3114,2022-05-04T00:00:00Z,Seals (Protection) Bill,Title: Seals (Protection) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,16
3104,2022-05-04T00:00:00Z,Social Housing (Emergency Protection of Tenancy Rights) Bill,Title: Social Housing (Emergency Protection of Tenancy Rights) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.85,18.53
3127,2022-05-04T00:00:00Z,State Pension Underpayments (Divorced Women) Bill,Title: State Pension Underpayments (Divorced Women) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.42
3129,2022-05-04T00:00:00Z,Surgical Mesh (Support) Bill,Title: Surgical Mesh (Support) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.3,16.22
3029,2022-05-04T00:00:00Z,Tibet and Xinjiang (Reciprocal Access) Bill,Title: Tibet and Xinjiang (Reciprocal Access) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.11
3079,2022-05-04T00:00:00Z,Trade Agreements (Parliamentary Scrutiny and Farming) Bill,Title: Trade Agreements (Parliamentary Scrutiny and Farming) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.2,18.96
3066,2022-05-03T00:00:00Z,Flooding (Prevention and Insurance) Bill,Title: Flooding (Prevention and Insurance) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.05,17.2
2990,2022-05-03T00:00:00Z,Green Belt Protection Bill,Title: Green Belt Protection Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,15.43
3151,2022-05-03T00:00:00Z,Import of Products of Forced Labour from Xinjiang (Prohibition) Bill,Title: Import of Products of Forced Labour from Xinjiang (Prohibition) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.7,17.32
3142,2022-05-03T00:00:00Z,National Insurance Contributions (Increase of Thresholds) Act 2022,Title: National Insurance Contributions (Increase of Thresholds) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.3,18.53
2940,2022-05-03T00:00:00Z,Pedicabs (London) Bill,Title: Pedicabs (London) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.84
2907,2022-05-03T00:00:00Z,Pension Schemes (Conversion of Guaranteed Minimum Pensions) Act 2022,Title: Pension Schemes (Conversion of Guaranteed Minimum Pensions) Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.58
3030,2022-05-03T00:00:00Z,Planning and Local Representation Bill,Title: Planning and Local Representation Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.05,17.94
3147,2022-05-03T00:00:00Z,Sewage Discharges Bill,Title: Sewage Discharges Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.2,16.84
3141,2022-05-03T00:00:00Z,Shared Prosperity Fund (Wales) Bill,Title: Shared Prosperity Fund (Wales) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,2.1,15.73
3143,2022-05-03T00:00:00Z,Short and Holiday-Let Accommodation (Registration) Bill,Title: Short and Holiday-Let Accommodation (Registration) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.2,18.96
3049,2022-04-29T00:00:00Z,Abuse of Public-facing Workers (Offences) Bill,Title: Abuse of Public-facing Workers (Offences) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.2,17
2910,2022-04-29T00:00:00Z,Acquired Brain Injury Bill,Title: Acquired Brain Injury Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.85,17.01
